SKU,Store,MAPE,Forecast,Test,Safety_Stock,Reorder_Point,Qty_to_Order,Runtime_sec
SKU_1739,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.28
SKU_1739,Sweden,100.0,"[0.021489522964726032, 0.029019360330823404, 0.011561090223467204, 0.0]","[0.0, 0.0, 0.0, 21.0]",1,1,1,0.3
SKU_1739,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",6,6,6,0.18
SKU_1739,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",4,4,4,0.26
SKU_1740,Belgium,20.171,"[5.070373919934968, 4.9461028695846005, 4.9284839783011085, 4.928689610632034]","[5.18, 5.18, 5.18, 16.0]",4,6,1,0.41
SKU_1740,France,100.0,"[0.0037161548158088907, 0.009793017959264547, 0.3432038999888222, 0.0]","[0.0, 0.0, 0.0, 29.0]",2,2,2,0.37
SKU_1740,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",4,4,4,0.37
SKU_1740,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",3,3,3,0.33
SKU_1740,Netherlands,100.0,"[0.003097786485998855, 0.01629901194604056, 0.013717280501895395, 0.0]","[0.0, 0.0, 0.0, 4.0]",1,1,1,0.33
SKU_1740,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",5,5,5,0.27
SKU_1740,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",3,3,3,0.29
SKU_1740,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.24
SKU_1740,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",3,3,3,0.33
SKU_1740,United Kingdom,99.598,"[0.0, 0.0, 0.0, 0.032133888485844295]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.33
SKU_1740,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",4,4,4,0.28
SKU_1741,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",8,8,8,0.21
SKU_1741,Germany,12.202,"[5.713108435710087, 5.775050868680794, 6.803277708323545, 9.308986203272983]","[5.35, 5.35, 5.35, 10.0]",6,9,4,0.27
SKU_1741,Italy,35.991,"[2.349360466450599, 2.3495053312495333, 2.3496546118456036, 2.285030746509412]","[2.0, 2.0, 2.0, 27.0]",5,6,4,0.31
SKU_1741,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",5,5,5,0.31
SKU_1741,Norway,27.887,"[2.849046463437906, 2.2800000000000002, 2.2800000000000002, 2.2800000000000002]","[2.2800000000000002, 2.2800000000000002, 2.2800000000000002, 17.0]",5,6,3,0.34
SKU_1741,Portugal,19.584,"[6.3, 6.161633093472421, 6.077572820235414, 6.3]","[6.3, 6.3, 6.3, 23.0]",3,6,0,0.38
SKU_1741,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",5,5,5,0.44
SKU_1741,Sweden,46.25,"[3.2707520167722386, 3.562377430837009, 3.188324163639603, 3.2722905274281446]","[40.0, 3.16, 3.16, 16.0]",6,7,4,0.3
SKU_1741,United Kingdom,18.958,"[5.000901081925436, 5.011481455025004, 5.07, 5.07]","[5.07, 5.07, 5.07, 19.0]",4,6,1,0.26
SKU_1741,United States,99.88,"[0.2486171552540642, 0.02646323277904876, 0.02644538236216122, 0.026428125475286727]","[0.0, 0.0, 0.0, 22.0]",2,2,2,0.23
SKU_1742,Australia,17.344,"[8.130525316432026, 8.057868792286843, 8.18, 8.18]","[8.18, 8.18, 8.18, 25.0]",5,8,0,0.33
SKU_1742,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",1,1,1,0.35
SKU_1742,France,23.667,"[5.5785433403313895, 5.07, 5.07, 5.07]","[5.07, 5.07, 5.07, 33.0]",4,7,2,0.3
SKU_1742,Germany,100.0,"[0.04829889306699611, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.26
SKU_1742,Italy,99.995,"[0.0011181216064720379, 0.0011457938742928612, 0.0011734669070128404, 0.0012011407046531185]","[0.0, 0.0, 0.0, 22.0]",7,7,7,0.19
SKU_1742,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",1,1,1,0.28
SKU_1742,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]",5,5,5,0.28
SKU_1742,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",5,5,5,0.3
SKU_1742,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",3,3,3,0.35
SKU_1742,Sweden,5.797,"[10.15, 10.15, 10.13136408706044, 10.00964660076177]","[10.15, 10.15, 10.15, 13.0]",4,9,0,0.28
SKU_1742,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",2,2,2,0.34
SKU_1743,Australia,99.621,"[0.05771439213085307, 0.0567218867415765, 0.05674938045091609, 0.05677839906237095]","[0.0, 0.0, 0.0, 15.0]",4,4,4,0.34
SKU_1743,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",2,2,2,0.33
SKU_1743,France,14.468,"[3.1349704504975424, 3.07, 3.07, 3.0971416787828105]","[3.07, 3.07, 3.07, 7.0]",5,6,3,0.3
SKU_1743,Italy,22.734,"[7.874106781228695, 7.938132581415443, 7.849504454458733, 7.7156431767546945]","[8.07, 8.07, 8.07, 48.65]",5,8,0,0.28
SKU_1743,Netherlands,19.738,"[19.277476667714964, 17.402460044843128, 17.402478368377402, 17.29540069152612]","[17.21, 17.21, 17.21, 49.0]",4,12,0,0.45
SKU_1743,Norway,99.408,"[0.0, 0.0, 0.0, 0.1954731596078922]","[0.0, 0.0, 0.0, 33.0]",0,0,0,0.36
SKU_1743,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",4,4,4,0.31
SKU_1743,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",2,2,2,0.26
SKU_1743,Sweden,99.66,"[0.09309491082215997, 0.8533521454373646, 0.3021013840493587, 0.16001393045647716]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.26
SKU_1743,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",7,7,7,0.31
SKU_1743,United States,1.768,"[4.596337271303126, 4.596340252522542, 4.596343542967109, 4.678514462105546]","[4.7, 4.7, 4.7, 4.7]",5,7,2,0.26
SKU_1744,Australia,21.677,"[8.895882624316581, 8.826913343177715, 8.803779614105292, 8.848563192773407]","[9.0, 9.0, 9.0, 47.7]",1,5,0,0.29
SKU_1744,Belgium,23.449,"[1.468124204130358, 1.4604725749082714, 1.4604725884689371, 1.4957853160560284]","[1.5, 1.5, 1.5, 11.0]",5,5,4,0.35
SKU_1744,France,100.0,"[0.0, 0.5131658658978036, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",5,5,5,0.28
SKU_1744,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",8,8,8,0.39
SKU_1744,Netherlands,99.994,"[0.0, 0.0, 0.0, 0.0015330857570725566]","[0.0, 0.0, 0.0, 27.0]",6,6,6,0.23
SKU_1744,Norway,100.0,"[0.0, 0.6035279343096436, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",4,4,4,0.37
SKU_1744,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.36
SKU_1744,Spain,100.0,"[0.3786222805259957, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",3,3,3,0.31
SKU_1744,United Kingdom,21.151,"[7.693709056149393, 7.693681809503433, 7.693656827119325, 7.693633960832072]","[7.85, 7.85, 7.85, 36.0]",4,7,0,0.33
SKU_1744,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 25.0]",1,1,1,1.06
SKU_1745,Australia,99.069,"[0.0, 0.0, 0.0, 0.21415057048070157]","[0.0, 0.0, 0.0, 23.0]",5,5,5,0.29
SKU_1745,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 13.0]",5,5,5,0.3
SKU_1745,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",3,3,3,10.99
SKU_1745,Germany,13.135,"[22.46671771552259, 22.615422372738436, 22.854647233753447, 22.856773199755843]","[22.9, 22.9, 22.9, 45.0]",3,13,0,0.33
SKU_1745,Italy,87.097,"[6.0, 6.0, 6.0081811882909095, 6.064518804731549]","[0.0, 0.0, 0.0, 47.0]",6,9,9,0.31
SKU_1745,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 13.0]",3,3,3,0.27
SKU_1745,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",4,4,4,0.33
SKU_1745,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",4,4,4,0.29
SKU_1745,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",5,5,5,5.56
SKU_1745,United Kingdom,7.173,"[12.955565220248856, 12.95560119830241, 13.06, 13.851989539041195]","[13.06, 13.06, 13.06, 19.0]",3,9,0,0.29
SKU_1745,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 36.0]",1,1,1,0.18
SKU_1746,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",2,2,2,0.27
SKU_1746,Belgium,99.983,"[0.006429686751383028, 0.006434064053876064, 0.0064395508170657385, 0.00644468126650699]","[0.0, 0.0, 0.0, 38.0]",2,2,2,0.28
SKU_1746,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",5,5,5,0.44
SKU_1746,Italy,8.083,"[1.5769617432817797, 1.6008309985582203, 1.4964175137261655, 1.4290834769505474]","[1.66, 1.66, 1.66, 1.66]",5,6,4,0.3
SKU_1746,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",1,1,1,0.4
SKU_1746,Norway,14.065,"[3.1789580196795075, 3.178960318362331, 3.1789626312002053, 3.2]","[3.2, 3.2, 3.2, 7.0]",3,5,1,0.3
SKU_1746,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",8,8,8,0.17
SKU_1746,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",1,1,1,0.28
SKU_1746,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",3,3,3,0.31
SKU_1746,United Kingdom,23.879,"[8.058242209580284, 8.058244548196491, 8.1, 8.058252699868259]","[33.0, 8.1, 8.1, 10.0]",3,7,0,0.26
SKU_1746,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",5,5,5,0.29
SKU_1747,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",4,4,4,0.48
SKU_1747,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",4,4,4,0.28
SKU_1747,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.31
SKU_1747,Norway,16.078,"[5.18, 5.18, 5.02588872890004, 5.0260034254346735]","[5.18, 5.18, 5.18, 13.0]",4,6,1,0.31
SKU_1747,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",3,3,3,0.25
SKU_1747,Sweden,99.993,"[0.0, 0.0, 0.0, 0.0016470225464897603]","[0.0, 0.0, 0.0, 24.0]",5,5,5,0.25
SKU_1747,United Kingdom,100.0,"[0.07133790159534797, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",4,4,4,0.29
SKU_1747,United States,100.0,"[0.0, 0.40376670158547956, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",2,2,2,0.4
SKU_1748,Belgium,25.156,"[1.2786290462453234, 1.2756754936681602, 1.2981142868310283, 1.3002909799370888]","[1.12, 1.12, 1.12, 3.0]",4,5,3,0.36
SKU_1748,France,14.778,"[16.007257715292546, 16.007409881171384, 16.00757005345243, 16.0]","[16.0, 16.0, 16.0, 39.0]",3,10,0,0.3
SKU_1748,Germany,22.158,"[4.432861588027759, 4.483767387271743, 4.65, 5.099281614997616]","[4.65, 4.65, 4.65, 26.0]",3,5,1,0.34
SKU_1748,Italy,99.956,"[0.0, 0.02941810645252374, 0.058185618087204405, 0.01971692799672377]","[0.0, 0.0, 0.0, 45.0]",4,4,4,0.29
SKU_1748,Netherlands,14.517,"[12.177535397700247, 12.177572221608877, 12.177609474880903, 12.177647157228444]","[12.18, 12.18, 12.18, 29.0]",2,7,0,0.32
SKU_1748,Norway,19.895,"[6.4, 6.4, 6.41831103358817, 6.418324456283281]","[6.4, 6.4, 6.4, 31.0]",4,7,1,0.26
SKU_1748,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",0,0,0,0.32
SKU_1748,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",4,4,4,0.26
SKU_1748,United Kingdom,100.0,"[0.6941503700358445, 0.48586631448239004, 0.04592255639318628, 0.0]","[0.0, 0.0, 0.0, 4.0]",6,6,6,0.2
SKU_1748,United States,6.461,"[9.14, 9.101625774288813, 9.107598248301288, 8.991858473491355]","[9.14, 9.14, 9.14, 12.0]",3,7,0,0.28
SKU_1749,Australia,96.511,"[1.7334522859917445, 1.6325739947388473, 1.6438921054061328, 1.709801802290124]","[0.0, 0.0, 0.0, 49.0]",2,3,3,0.27
SKU_1749,Belgium,97.164,"[0.18309301675895082, 0.6876024218964067, 0.9434695344152407, 0.6238656586113677]","[0.0, 0.0, 0.0, 22.0]",6,6,6,0.29
SKU_1749,France,51.173,"[1.3664060093568642, 1.3663981352526324, 2.5022016727665366, 1.3664325990611652]","[1.28, 1.28, 48.93, 37.0]",5,5,4,0.26
SKU_1749,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",3,3,3,0.37
SKU_1749,Italy,25.107,"[1.6793422411819379, 1.6799532486205653, 1.6805513486081334, 1.656052068707273]","[1.65, 1.65, 1.65, 33.0]",4,5,3,0.3
SKU_1749,Norway,22.978,"[6.3113296807605055, 6.468799172901732, 6.2775985369093, 6.154858624734061]","[6.48, 6.48, 6.48, 44.0]",5,7,1,0.25
SKU_1749,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",1,1,1,0.19
SKU_1749,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",3,3,3,0.26
SKU_1749,Sweden,4.301,"[28.15, 28.15, 28.15, 28.15]","[28.15, 28.15, 28.15, 34.0]",1,13,0,0.32
SKU_1749,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",3,3,3,0.3
SKU_1749,United States,32.179,"[5.324815560331633, 4.236892057856564, 4.236884797811311, 4.236875734383755]","[4.06, 4.06, 4.06, 38.0]",3,5,1,0.29
SKU_1750,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",3,3,3,0.28
SKU_1750,Belgium,12.806,"[3.1668413609800825, 3.2565471601772855, 3.217660405768313, 3.166841360392759]","[3.18, 3.18, 3.18, 6.0]",6,7,4,0.21
SKU_1750,France,14.4,"[16.665142890191145, 19.131180610643607, 16.86969148350646, 16.579199798400992]","[15.06, 15.06, 15.06, 18.0]",3,10,0,0.31
SKU_1750,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.26
SKU_1750,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",4,4,4,0.32
SKU_1750,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",2,2,2,0.26
SKU_1750,Sweden,100.0,"[0.0, 0.0, 0.5147118496760403, 0.0]","[0.0, 0.0, 0.0, 27.0]",6,6,6,0.23
SKU_1750,United States,97.363,"[0.48540237373423917, 0.27316416883525174, 0.15444392416413236, 0.15824541734191783]","[0.0, 0.0, 0.0, 6.0]",5,5,0,0.3
SKU_1751,Australia,98.628,"[0.0, 0.0, 0.0, 0.6038198651087678]","[0.0, 0.0, 0.0, 44.0]",4,4,4,0.3
SKU_1751,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",2,2,2,0.25
SKU_1751,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",3,3,3,0.42
SKU_1751,Germany,99.758,"[0.0, 0.10253337229640316, 0.16928849128995693, 0.1282727844569173]","[0.0, 0.0, 0.0, 53.0]",4,4,4,0.41
SKU_1751,Italy,20.626,"[6.7077019864883995, 6.707717862407339, 6.75, 6.75]","[6.75, 6.75, 6.75, 36.0]",4,7,0,0.23
SKU_1751,Netherlands,96.75,"[0.0, 0.0825422311136065, 0.3028833569755384, 0.4225133117178236]","[0.0, 0.0, 0.0, 13.0]",2,2,2,0.09
SKU_1751,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",8,8,8,0.14
SKU_1751,Spain,73.588,"[1.64662938705265, 2.0795615061423147, 2.583312086122793, 3.169465516744353]","[0.0, 0.0, 0.0, 12.0]",11,12,12,0.18
SKU_1751,Sweden,2.673,"[9.14015989799751, 8.938045273707141, 8.867952589774184, 8.87005076586862]","[9.2, 9.2, 9.2, 9.2]",5,8,0,0.34
SKU_1751,United Kingdom,0.654,"[3.9721417841623827, 3.9771255460787547, 3.9674932702188648, 3.9786678000143834]","[4.0, 4.0, 4.0, 4.0]",3,5,1,0.34
SKU_1751,United States,100.0,"[0.0, 0.25441133368269975, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",5,5,5,0.35
SKU_1752,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",6,6,6,0.24
SKU_1752,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",6,6,6,0.36
SKU_1752,France,99.883,"[0.0, 0.0, 0.0, 0.061954372300694074]","[0.0, 0.0, 0.0, 53.0]",5,5,5,0.62
SKU_1752,Germany,26.337,"[3.187460318152076, 3.1128884167796036, 3.163226193404542, 3.4085767928909423]","[3.42, 3.42, 3.42, 19.0]",6,7,4,0.25
SKU_1752,Italy,100.0,"[0.39717183114245325, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",4,4,4,0.33
SKU_1752,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",5,5,5,0.36
SKU_1752,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]",4,4,4,0.3
SKU_1752,Portugal,100.0,"[0.19516429537070487, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.27
SKU_1752,Spain,100.0,"[0.589739632697856, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 21.0]",2,2,2,0.32
SKU_1752,Sweden,18.31,"[16.15, 16.15, 16.15, 16.15]","[16.15, 16.15, 16.15, 60.35]",2,9,0,0.31
SKU_1752,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.24
SKU_1752,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",4,4,4,0.22
SKU_1753,Belgium,17.606,"[8.064801708566575, 9.280419972078127, 8.06, 8.06]","[8.06, 8.06, 8.06, 18.0]",3,7,0,0.28
SKU_1753,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",5,5,5,0.32
SKU_1753,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",7,7,7,0.33
SKU_1753,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",3,3,3,0.27
SKU_1753,Netherlands,19.779,"[11.005533357016628, 10.773563942891208, 10.807530663618326, 11.062871904804345]","[11.14, 11.14, 11.14, 39.0]",4,9,0,0.35
SKU_1753,Norway,98.497,"[0.10304015043294261, 0.3587306791053987, 0.49878724517189577, 0.31569668596427614]","[0.0, 0.0, 0.0, 21.0]",3,3,3,0.09
SKU_1753,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]",3,3,3,0.24
SKU_1753,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.36
SKU_1753,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",3,3,3,0.34
SKU_1753,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",3,3,3,0.27
SKU_1753,United States,100.0,"[0.02852800683122013, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",7,7,7,0.32
SKU_1754,Australia,17.091,"[3.48, 3.48, 3.48, 3.48]","[3.48, 3.48, 3.48, 11.0]",5,6,3,0.22
SKU_1754,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",2,2,2,0.31
SKU_1754,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",5,5,5,0.39
SKU_1754,Germany,95.56,"[0.39282150875848615, 0.42481216894233653, 0.456681418835581, 0.4883900202228943]","[0.0, 0.0, 0.0, 11.0]",5,6,6,0.19
SKU_1754,Italy,99.966,"[0.014834020505924346, 0.01491941366141518, 0.015011825717492867, 0.008796886342702656]","[0.0, 0.0, 0.0, 26.0]",4,4,4,0.23
SKU_1754,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",9,9,9,0.15
SKU_1754,Portugal,5.843,"[12.910457205434792, 12.921210499632842, 12.931890964081616, 12.803289503160865]","[12.18, 12.18, 12.18, 12.18]",2,8,0,0.36
SKU_1754,Spain,100.0,"[0.06561929918940178, 0.09462925242516203, 0.03793709608744493, 0.0]","[0.0, 0.0, 0.0, 7.0]",7,7,7,0.25
SKU_1754,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.41
SKU_1754,United Kingdom,99.909,"[0.0033149075889933053, 2.7182319496261307e-05, 0.019116447086363, 0.01914349647170391]","[0.0, 0.0, 0.0, 21.0]",4,4,4,0.29
SKU_1754,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",3,3,3,0.3
SKU_1755,Australia,5.176,"[19.15, 19.15, 19.080190474872975, 19.118168173136446]","[19.15, 19.15, 19.15, 24.0]",3,12,0,0.32
SKU_1755,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 38.0]",3,3,3,0.33
SKU_1755,France,36.006,"[3.492752922398658, 5.709311724442948, 3.4927426865075004, 3.4927245942780365]","[3.35, 3.35, 3.35, 10.0]",4,6,3,0.3
SKU_1755,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 36.0]",5,5,5,0.3
SKU_1755,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",5,5,5,0.27
SKU_1755,Netherlands,99.217,"[0.0, 0.0, 0.24964328618704498, 0.18003868644931764]","[0.0, 0.0, 0.0, 23.0]",2,2,2,0.29
SKU_1755,Norway,98.979,"[0.2921442241034974, 2.4108800817956926, 0.6196708611034275, 0.4287392296300363]","[0.0, 0.0, 0.0, 42.0]",6,6,6,0.29
SKU_1755,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",4,4,4,0.28
SKU_1755,Spain,18.47,"[7.0285436155945975, 7.0285376542019335, 7.02853188439987, 7.028526060581726]","[7.05, 7.05, 7.05, 26.0]",4,7,0,0.36
SKU_1755,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",3,3,3,0.3
SKU_1755,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",4,4,4,0.32
SKU_1755,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",2,2,2,0.3
SKU_1756,Australia,100.0,"[1.5612648972998038, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",5,5,5,0.3
SKU_1756,France,100.0,"[0.05122944773084475, 0.056148736952613444, 0.00564057417680374, 0.0]","[0.0, 0.0, 0.0, 34.0]",5,5,5,0.18
SKU_1756,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",4,4,4,0.28
SKU_1756,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",3,3,3,0.26
SKU_1756,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",6,6,6,0.3
SKU_1756,Spain,22.254,"[11.137335287682665, 12.60547905812593, 11.0, 11.0]","[11.0, 11.0, 11.0, 41.0]",4,9,0,0.32
SKU_1756,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[11.0, 0.0, 0.0, 16.0]",3,3,3,0.33
SKU_1756,United Kingdom,99.987,"[0.0, 0.0, 0.0, 0.004281651464552021]","[0.0, 0.0, 0.0, 32.0]",0,0,0,0.4
SKU_1756,United States,100.0,"[0.0, 0.34967742972323695, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",4,5,5,0.35
SKU_1757,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",3,3,3,0.28
SKU_1757,Belgium,99.545,"[0.4952797944863122, 1.0751322247406332, 0.813998244323141, 0.1455138121769677]","[0.0, 0.0, 0.0, 32.0]",6,7,7,0.34
SKU_1757,France,99.363,"[0.0, 0.0, 0.0, 0.2676223093472201]","[0.0, 0.0, 0.0, 42.0]",4,4,4,0.31
